customerID,tenure,MonthlyCharges,Churn_Probability,Cluster
1574-DYCWE,51,19.95,0.0,2
7247-XOZPB,53,77.4,0.01,1
2466-FCCPT,20,19.7,0.05,0
6211-WWLTF,63,99.7,0.03,1
4826-TZEVA,40,74.8,0.26,3
6016-NXBNJ,35,19.15,0.0,2
9138-EFSMO,26,78.95,0.11,3
0576-WNXXC,27,95.55,0.93,3
4632-XJMEX,53,62.85,0.01,2
8910-LEDAG,34,71.55,0.07,3
3452-GWUIN,19,94.95,0.22,3
2716-GFZOR,43,86.1,0.13,1
3724-UCSHY,6,19.55,0.02,0
8626-XHBIE,56,24.8,0.0,2
4628-CTTLA,57,39.3,0.41,2
3192-LNKRK,34,84.05,0.13,3
4439-YRNVD,10,36.25,0.04,0
2876-VBBBL,1,20.25,0.5499999999999998,0
6834-NXDCA,13,23.9,0.87,0
2208-UGTGR,56,98.6,0.07,1
3005-TYFRD,55,103.65,0.35,1
8670-MEFCP,36,92.9,0.01,3
3079-BCHLN,47,19.9,0.0,2
7777-UNYHB,12,20.1,0.07,0
5597-GLBUC,1,85.45,0.98,3
7278-CKDNC,24,80.5,0.38,3
2748-MYRVK,63,99.9,0.69,1
8450-UYIBU,35,39.85,0.21,2
2969-VAPYH,67,60.5,0.0,2
4822-YCXMX,25,84.8,0.9,3
7181-OQCUT,21,103.85,0.21,3
8474-UMLNT,13,67.8,0.05,3
9821-POOTN,35,75.2,0.79,3
3836-FZSDJ,71,24.85,0.0,2
9142-XMYJH,29,19.35,0.06,0
6559-ILWKJ,71,49.35,0.66,2
0187-QSXOE,7,89.0,0.25,3
7733-UDMTP,57,55.0,0.56,2
2649-HWLYB,65,76.15,0.0,1
5214-CHIWJ,27,20.3,0.0,0
4229-CZMLL,6,74.9,0.6,3
6904-JLBGY,72,117.35,0.03,1
2465-BLLEU,1,19.75,0.6391666666666667,0
1685-VAYJF,11,45.2,0.17,0
8874-EJNSR,39,25.2,0.0,2
6917-YACBP,59,89.75,0.13,1
5049-MUBWG,26,75.0,0.02,3
4223-WOZCM,2,49.95,0.25,0
0769-MURVM,72,65.7,0.01,1
9253-VIFJQ,65,67.05,0.08,1
7030-FZTFM,72,110.9,0.04,1
9741-YLNTD,6,87.95,0.26,3
5917-RYRMG,32,19.8,0.0,0
5120-ZBLAI,50,75.7,0.08,1
1194-BHJYC,61,62.15,0.01,2
3663-MITLP,15,101.25,0.88,3
0906-QVPMS,72,115.15,0.0,1
9025-ZRPVR,9,18.95,0.64,0
1905-OEILC,1,19.5,0.59,0
7858-GTZSP,12,86.55,0.59,3
3285-UCQVC,37,28.6,0.68,2
6248-BSHKG,61,20.4,0.0,2
4685-TFLLS,18,19.8,0.02,0
3470-BTGQO,21,45.65,0.04,0
1209-VFFOC,68,56.4,0.01,2
8224-DWCKX,12,73.3,0.18,3
5482-PLVPE,2,24.35,0.8,0
4553-DVPZG,62,101.35,0.29,1
4902-OHLSK,29,98.65,0.81,3
6917-IAYHD,1,33.6,0.19,0
0495-ZBNGW,5,79.9,0.9,3
8620-RJPZN,1,20.7,0.08583333333333334,0
7572-KPVKK,62,104.05,0.14,1
2642-MAWLJ,36,20.25,0.0,2
2357-COQEK,28,103.3,0.8,3
7103-ZGVNT,69,73.7,0.03,1
3737-GCSPV,11,96.2,0.73,3
2027-WKXMW,63,108.75,0.04,1
7137-NAXML,23,20.15,0.0,0
2428-ZMCTB,10,19.75,0.01,0
2961-VNFKL,71,25.95,0.0,2
1768-HNVGJ,45,70.05,0.09,2
6963-KQYQB,70,24.05,0.0,2
5934-RMPOV,22,84.75,0.35,3
1207-BLKSA,52,23.05,0.0,2
4088-YLDSU,55,104.15,0.8,1
8316-BBQAY,65,59.95,0.01,2
1166-PQLGG,72,19.55,0.0,2
3146-JTQHR,10,19.6,0.03,0
4291-YZODP,7,20.05,0.01,0
4395-PZMSN,5,85.55,0.32,3
6427-FEFIG,24,78.6,0.01,3
0017-IUDMW,72,116.8,0.0,1
8706-HRADD,21,43.55,0.09,0
9955-QOPOY,69,60.8,0.07,1
4385-ZKVNW,44,54.9,0.04,2
5446-DKWYW,61,65.2,0.01,1
2034-CGRHZ,24,102.95,0.67,3
5797-APWZC,1,90.6,0.98,3
3683-QKIUE,6,50.8,0.9,0
4228-ZGYUW,4,90.05,0.92,3
9031-ZVQPT,72,108.2,0.03,1
2990-IAJSV,72,92.0,0.0,1
8107-KNCIM,14,75.1,0.22,3
9027-YFHQJ,7,25.05,0.03,0
5176-LDKUH,48,75.15,0.01,1
4644-OBGFZ,55,19.5,0.0,2
7926-IJOOU,1,19.3,0.05,0
6480-YAGIY,45,112.2,0.11,1
4029-HPFVY,3,70.3,0.35,3
7602-DBTOU,71,19.6,0.0,2
5345-BMKWB,8,20.25,0.08,0
3519-ZKXGG,3,75.85,0.85,3
5457-COLHT,69,80.65,0.01,1
6416-TVAIH,1,68.5,0.86,3
5451-YHYPW,72,115.75,0.0,1
5108-ADXWO,11,73.5,0.65,3
7998-WNZEM,71,80.6,0.0,1
3066-RRJIO,1,69.95,0.985,3
4664-NJCMS,33,59.55,0.02,3
0307-BCOPK,16,19.05,0.01,0
7629-WFGLW,56,95.65,0.05,1
2542-HYGIQ,1,19.95,0.024,0
6715-OFDBP,5,70.05,0.77,3
5016-LIPDW,57,19.4,0.0,2
6481-LXPWL,56,36.1,0.02,2
1567-DSCIC,8,94.0,0.87,3
2150-UWTFY,22,61.15,0.63,3
6124-ACRHJ,1,19.75,0.07566666666666667,0
9362-MWODR,40,64.1,0.04,2
9975-GPKZU,46,19.75,0.0,2
9625-RZFUK,63,19.7,0.0,2
5153-LXKDT,68,110.2,0.19,1
5161-UBZXI,69,106.35,0.02,1
1020-JPQOW,56,90.55,0.08,1
7919-ZODZZ,10,65.9,0.08,3
0565-JUPYD,63,104.5,0.05,1
6867-ACCZI,24,52.5,0.01,0
5939-XAIXZ,19,56.1,0.0,3
9054-FOWNV,22,88.75,0.2,3
2683-BPJSO,29,84.45,0.75,3
2157-MXBJS,13,75.3,0.74,3
8207-VVMYB,70,26.0,0.0,2
9732-EQMWY,49,99.4,0.2,1
9360-AHGNL,43,109.55,0.72,1
1087-UDSIH,3,19.6,0.64,0
5269-NRGDP,42,73.15,0.06,3
6195-MELTI,57,54.65,0.01,2
5485-WUYWF,2,66.4,0.8,3
2121-JAFOM,72,115.55,0.0,1
8818-DOPVL,46,104.45,0.17,1
2632-UCGVD,66,100.05,0.8,1
5445-PZWGX,62,102.0,0.64,1
1227-UDMZR,72,91.15,0.0,1
5198-HQAEN,35,89.7,0.06,3
9170-CCKOU,17,90.2,0.73,3
2167-FQSTQ,72,92.4,0.0,1
2819-GWENI,28,19.9,0.0,0
1043-YCUTE,56,25.15,0.72,2
3814-MLAXC,31,79.85,0.27,3
3572-UUHRS,45,18.85,0.02,2
2692-PFYTJ,1,25.75,0.038,0
1226-UDFZR,2,49.6,0.88,0
5955-EPOAZ,6,20.95,0.158,0
6821-JPCDC,48,97.05,0.08,1
8815-LMFLX,25,25.4,0.07,0
9135-HSWOC,64,19.7,0.01,2
8582-KRHPJ,50,35.0,0.1,2
5811-IWXYM,52,101.25,0.1,1
7044-YAACC,4,70.2,0.25,3
8189-XRIKE,32,90.95,0.14,3
1506-YJTYT,45,73.85,0.0,1
4123-DVHPH,9,88.05,0.09,3
6425-YQLLO,66,105.95,0.14,1
5442-UTCVD,3,91.85,0.83,3
2228-BZDEE,54,20.1,0.0,2
7734-DBOAI,1,40.1,0.76,0
2789-CZANW,64,110.3,0.05,1
2091-RFFBA,31,73.9,0.84,3
2114-MGINA,14,89.8,0.84,3
7596-LDUXP,12,85.15,0.29,3
3740-RLMVT,67,60.95,0.01,1
4489-SNOJF,35,72.25,0.67,3
2192-OZITF,45,73.55,0.03,1
5651-CPDND,10,46.0,0.45,0
2186-QZEYA,29,58.55,0.08,3
1131-ALZWV,24,24.6,0.03,0
7729-XBTWX,66,19.75,0.0,2
9134-WYRVP,51,86.35,0.02,1
3284-SVCRO,45,25.5,0.01,2
9732-OUYRN,49,19.0,0.0,2
0559-CKHUS,29,19.55,0.0,0
2931-SVLTV,40,110.1,0.28,1
6899-PPEEA,37,96.55,0.85,1
7504-UWHNB,25,69.75,0.27,3
2582-FFFZR,22,50.6,0.18,0
8908-NMQTX,72,65.6,0.0,1
2187-LZGPL,7,40.1,0.78,0
1431-AIDJQ,33,82.1,0.01,3
6288-LBEAR,23,79.1,0.08,3
4597-NUCQV,24,101.25,0.85,3
9019-QVLZD,1,79.55,1.0,3
8413-YNHNV,69,90.65,0.01,1
5808-TOTXO,3,20.55,0.01,0
4369-NYSCF,56,75.75,0.04,1
6333-YDVLT,65,110.0,0.06,1
5324-KTGCG,71,20.85,0.02,2
5599-HVLTW,14,80.35,0.26,3
7394-LWLYN,2,70.15,0.5033333333333334,3
3707-LRWZD,32,84.05,0.07,3
6873-UDNLD,40,67.45,0.11,3
2700-LUEVA,1,20.75,0.02,0
1455-ESIQH,1,89.1,0.95,3
0958-YHXGP,7,69.9,0.28,3
1101-SSWAG,15,51.1,0.15,0
2979-SXESE,17,94.4,0.42,3
4013-TLDHQ,19,78.25,0.87,3
5743-KHMNA,71,25.55,0.0,2
4194-FJARJ,54,60.0,0.05,2
5325-UWTWJ,31,90.55,0.05,3
3969-GYXEL,11,76.4,0.08,3
9208-OLGAQ,18,84.95,0.18,3
3244-CQPHU,72,110.1,0.03,1
2674-MLXMN,71,99.65,0.18,1
9708-HPXWZ,5,45.4,0.09,0
6992-TKNYO,38,69.0,0.03,3
4468-YDOVK,5,48.65,0.11,0
3754-DXMRT,2,44.15,0.75,0
5792-JALQC,52,59.85,0.08,2
7130-VTEWQ,8,75.75,0.63,3
2200-DSAAL,68,80.65,0.12,1
4302-ZYFEL,69,20.55,0.0,2
9351-LZYGF,42,66.4,0.06,2
4366-CTOUZ,50,100.2,0.03,1
6121-VZNQB,1,19.1,0.69,0
7903-CMPEY,1,80.3,0.65,3
1518-OMDIK,33,44.55,0.04,2
6671-NGWON,7,20.35,0.03,0
0595-ITUDF,64,91.8,0.05,1
6996-KNSML,1,74.9,0.95,3
1955-IBMMB,59,20.2,0.01,2
0096-BXERS,6,50.35,0.08,0
3806-YAZOV,3,18.8,0.09,0
7998-ZLXWN,15,20.45,0.09,0
6253-WRFHY,13,64.75,0.12,3
9133-AYJZG,23,98.7,0.19,3
2675-OTVVJ,31,89.45,0.21,3
8680-CGLTP,29,58.75,0.02,3
8430-TWCBX,49,20.7,0.0,2
5018-GWURO,56,85.6,0.17,1
6741-QRLUP,63,80.3,0.01,1
4737-HOBAX,63,79.8,0.0,1
0537-QYZZN,24,79.85,0.18,3
3340-QBBFM,36,54.1,0.03,2
1704-NRWYE,9,80.85,0.84,3
2592-SEIFQ,3,24.75,0.88,0
8200-KLNYW,21,80.9,0.1,3
3372-CDXFJ,13,24.5,0.03,0
4781-ZXYGU,1,20.15,0.23,0
7632-YUTXB,25,20.05,0.0,0
2718-YSKCS,71,19.6,0.0,2
9896-UYMIE,66,114.3,0.07,1
0853-NWIFK,45,100.3,0.06,1
8212-CRQXP,22,80.0,0.18,3
6980-CDGFC,67,20.85,0.01,2
7691-XVTZH,68,89.95,0.06,1
7481-ATQQS,49,90.85,0.7,1
2277-VWCNI,4,48.75,0.75,0
1088-CNNKB,63,80.0,0.04,1
8642-GVWRF,2,79.7,0.83,3
1930-BZLHI,21,20.35,0.0,0
3400-ESFUW,55,57.55,0.6,2
5868-YTYKS,1,20.25,0.4,0
3525-DVKFN,17,19.4,0.0,0
1482-OXZSY,30,100.4,0.22,3
0377-JBKKT,22,57.95,0.01,3
5778-BVOFB,9,59.5,0.11,3
3373-YZZYM,1,19.2,0.17,0
2057-ZBLPD,21,86.5,0.81,3
0228-MAUWC,19,59.55,0.04,3
5502-RLUYV,69,103.95,0.54,1
0023-HGHWL,1,25.1,0.98,0
7663-YJHSN,72,103.95,0.01,1
4915-BFSXL,70,68.95,0.03,1
3086-RUCRN,66,103.1,0.05,1
5215-LNLDJ,7,24.7,0.15,0
7576-JMYWV,46,110.2,0.11,1
9039-RBEEE,39,48.95,0.66,2
0257-KXZGU,32,62.45,0.05,3
1307-ATKGB,24,89.55,0.29,3
8417-FMLZI,6,83.55,0.84,3
3714-XPXBW,37,78.9,0.16,3
1850-AKQEP,8,20.35,0.0,0
2824-DXNKN,72,71.45,0.01,1
5227-JSCFE,71,46.35,0.02,2
0848-ZGQIJ,16,94.65,0.12,3
3621-CHYVB,57,49.9,0.11,2
8042-RNLKO,66,25.45,0.16,2
1792-UXAFY,17,89.15,0.79,3
5372-FBKBN,21,20.75,0.01,0
0420-TXVSG,66,66.1,0.01,1
6217-TOWGS,17,75.4,0.04,3
0515-YPMCW,1,70.45,0.88,3
0378-XSZPU,58,60.3,0.72,2
1045-LTCYT,8,21.05,0.13,0
1544-JJMYL,27,69.35,0.02,3
4636-JGAAI,34,88.85,0.18,3
6874-SGLHU,30,97.0,0.12,3
5951-AOFIH,33,66.4,0.11,3
4729-XKASR,1,24.75,0.38,0
3059-NGMXB,14,69.2,0.03,3
8652-YHIYU,16,79.5,0.02,3
5278-PNYOX,49,100.65,0.02,1
5449-FIBXJ,19,103.3,0.66,3
3486-HOOGQ,70,79.7,0.04,1
5061-PBXFW,32,61.4,0.01,3
8630-FJLIB,18,69.8,0.24,3
3891-NLXJB,37,40.55,0.01,2
4749-OJKQU,4,75.65,0.21,3
0577-WHMEV,16,90.7,0.18,3
5453-AXEPF,17,80.5,0.63,3
3639-XJHKQ,19,60.6,0.07,3
3716-LRGXK,60,101.15,0.01,1
2263-SFSQZ,51,24.95,0.0,2
9950-MTGYX,28,20.3,0.0,0
3397-AVTKU,43,60.0,0.02,2
4825-FUREZ,42,20.25,0.0,2
9837-BMCLM,3,78.5,0.86,3
2672-OJQZP,1,44.75,0.22,0
0137-UDEUO,3,19.85,0.14,0
3134-DSHVC,63,98.0,0.0,1
6161-UUUTA,3,79.9,0.61,3
7821-DPRQE,68,107.7,0.07,1
6543-XRMYR,30,99.7,0.9,3
2001-EWBQU,60,104.7,0.06,1
4925-LMHOK,15,58.6,0.13,3
1608-GMEWB,45,93.9,0.21,1
6695-AMZUF,70,86.45,0.0,1
1455-UGQVH,10,98.5,0.99,3
8410-BGQXN,4,19.4,0.02,0
8280-MQRQN,1,50.45,0.76,0
1619-YWUBB,68,24.95,0.0,2
7611-YKYTC,22,75.0,0.08,3
2037-SGXHH,38,94.65,0.71,1
3178-FESZO,1,100.25,0.91,3
0365-GXEZS,18,78.2,0.12,3
0082-OQIQY,29,94.2,0.28,3
6087-MVHJH,16,88.45,0.88,3
4603-JANFB,1,69.85,0.9766666666666666,3
3018-TFTSU,12,81.7,0.22,3
3606-SBKRY,31,50.05,0.03,2
4806-KEXQR,4,79.9,0.55,3
0667-NSRGI,48,69.55,0.02,1
7083-YNSKY,15,25.4,0.66,0
6893-ODYYE,50,90.1,0.02,1
8242-JSVBO,7,44.65,0.17,0
2479-BRAMR,41,83.75,0.3,1
9541-ZPSEA,68,80.35,0.02,1
2665-NPTGL,26,98.1,0.33,3
1139-WUOAH,57,53.35,0.0,2
4693-VWVBO,3,19.55,0.2,0
7434-SHXLS,1,20.9,0.6414999999999997,0
6937-GCDGQ,19,48.95,0.02,0
0988-JRWWP,3,54.2,0.1,0
5075-JSDKI,59,24.45,0.01,2
7908-QCBCA,1,69.4,0.99,3
8644-XYTSV,42,40.15,0.06,2
6711-FLDFB,7,74.9,0.75,3
3873-WOSBC,67,25.6,0.0,2
7465-ZZRVX,1,70.35,0.2813333333333333,3
7975-JMZNT,66,91.7,0.01,1
7251-XFOIL,61,89.2,0.12,1
4116-IQRFR,4,24.1,0.04,0
3714-JTVOV,42,74.15,0.78,1
8259-DZLIZ,64,53.85,0.01,2
0442-ZXKVS,54,115.6,0.21,1
7853-WNZSY,1,19.75,0.4,0
3120-FAZKD,54,24.05,0.0,2
8606-OEGQZ,18,25.3,0.0,0
0225-ZORZP,3,84.3,0.45,3
4702-IOQDC,1,70.1,0.6263333333333333,3
9489-JMTTN,72,89.75,0.0,1
0575-CUQOV,60,97.95,0.26,1
0967-BMLBD,11,20.0,0.24,0
6178-KFNHS,12,78.3,0.69,3
2830-LEWOA,61,103.9,0.03,1
5006-MXVRN,39,20.7,0.0,2
1264-BYWMS,55,96.8,0.85,1
9658-WYUFB,17,94.4,0.91,3
8327-WKMIE,37,20.15,0.0,2
6917-FIJHC,72,26.0,0.0,2
5329-KRDTM,72,77.35,0.0,1
7797-EJMDP,8,66.05,0.06,3
3530-VWVGU,22,19.9,0.0,0
2013-SGDXK,1,84.3,0.9,3
6368-NWMCE,38,68.15,0.06,3
3633-CDBUW,17,80.85,0.07,3
0707-HOVVN,70,75.5,0.03,1
8580-QVLOC,72,92.45,0.03,1
3956-MGXOG,28,80.6,0.1,3
9274-UARKJ,15,83.2,0.2,3
4077-HWUYD,72,87.55,0.0,1
2012-NWRPA,11,99.55,0.98,3
8808-ELEHO,8,81.25,0.88,3
0103-CSITQ,57,109.4,0.01,1
3506-LCJDC,1,19.95,0.65,0
8671-KKKOS,46,45.55,0.04,2
7305-ZWMAJ,30,20.7,0.0,0
9518-XXBXE,10,75.3,0.09,3
3934-HXCFZ,23,99.25,0.65,3
6578-KRMAW,32,93.4,0.1,3
4860-IJUDE,13,73.75,0.18,3
7666-WKRON,39,80.45,0.18,3
9688-YGXVR,44,88.15,0.08,1
0423-UDIJQ,9,49.2,0.11,0
1945-XISKS,67,19.65,0.0,2
4910-AQFFX,9,79.35,0.54,3
2154-KVJFF,15,79.75,0.92,3
5360-LJCNJ,71,105.15,0.03,1
2607-FBDFF,1,49.0,0.17,0
9647-ERGBE,30,100.05,0.84,3
3428-XZMAZ,1,69.35,1.0,3
1100-DDVRV,17,49.8,0.5,0
0378-TOVMS,3,85.8,0.78,3
4355-HBJHH,67,79.7,0.6,1
6728-WYQBC,1,20.95,0.02,0
9058-CBREO,1,50.55,0.84,0
9029-FEGVJ,32,79.3,0.08,3
7216-KAOID,41,19.5,0.0,2
0318-QUUOB,1,80.55,0.85,3
6145-NNPNO,1,44.15,0.57,0
5520-FVEWJ,12,84.5,0.86,3
5339-TJFEK,62,105.5,0.09,1
5572-ZDXHY,22,84.3,0.78,3
2074-GUHPQ,17,92.7,0.13,3
4625-XMOYM,72,26.25,0.0,2
5827-MWCZK,56,96.95,0.06,1
1385-TQOZW,9,20.45,0.01,0
5914-XRFQB,72,115.8,0.0,1
4329-YPDDQ,20,108.2,0.14,3
4804-NCPET,19,20.2,0.0,0
3750-CKVKH,2,67.75,0.8313333333333333,3
5944-UGLLK,53,54.9,0.06,2
8063-GBATB,27,85.25,0.64,3
7787-BNTZM,6,20.15,0.09,0
2252-ISRNH,9,90.35,0.13,3
9415-TPKRV,8,55.75,0.1,0
5322-TEUJK,71,114.6,0.02,1
4547-KQRTM,10,80.05,0.85,3
4877-EVATK,1,20.0,0.04,0
1866-DIOQZ,71,66.8,0.06,1
8375-KVTHK,68,100.3,0.09,1
2697-NQBPF,34,105.35,0.42,1
3709-OIJEA,26,85.2,0.05,3
7639-SUPCW,22,48.8,0.81,0
1386-ZIKUV,7,18.95,0.14,0
0599-XNYDO,20,69.8,0.36,3
6377-WHAOX,60,106.15,0.17,1
6855-VLGOS,72,20.55,0.0,2
8999-XXGNS,72,105.75,0.06,1
8746-OQQRW,4,25.25,0.04,0
3181-MIZBN,16,19.75,0.03,0
0471-ARVMX,62,104.85,0.09,1
7766-CLTIC,10,60.95,0.13,3
5650-YLIBA,31,81.15,0.26,3
0825-CPPQH,71,19.1,0.0,2
9084-OAYKL,58,20.8,0.02,2
6122-LJADA,70,90.15,0.0,1
2400-XIWIO,71,90.1,0.0,1
7524-VRLPL,69,74.1,0.0,1
1069-XAIEM,1,85.05,0.99,3
7569-NMZYQ,72,118.75,0.04,1
5201-USSQZ,26,85.9,0.09,3
2105-PHWON,33,95.0,0.12,3
1494-EJZDW,10,20.15,0.01,0
4884-TVUQF,57,101.3,0.06,1
8003-EWNDZ,10,21.2,0.0,0
1897-RCFUM,39,24.2,0.0,2
9256-JTBNZ,11,20.3,0.13,0
4658-HCOHW,21,102.8,0.74,3
2211-RMNHO,68,85.3,0.0,1
2432-TFSMK,18,89.6,0.12,3
3440-JPSCL,6,99.95,0.9,3
4929-ROART,18,56.25,0.12,3
1834-ABKHQ,52,50.95,0.05,2
1741-WTPON,56,115.85,0.03,1
3932-IJWDZ,45,103.65,0.18,1
1240-HCBOH,67,26.1,0.0,2
3594-KADLU,3,35.1,0.06,0
8065-BVEPF,65,99.1,0.13,1
3796-ENZGF,63,67.25,0.01,1
1734-ZMNTZ,11,25.0,0.0,0
2853-CWQFQ,1,59.55,0.19,0
0813-TAXXS,55,77.8,0.06,1
2519-TWKFS,25,55.1,0.07,3
2889-FPWRM,72,117.8,0.7,1
0626-QXNGV,72,24.15,0.0,2
6723-CEGQI,65,45.25,0.01,2
6987-XQSJT,54,79.5,0.87,1
4732-RRJZC,7,20.25,0.0,0
9499-XPZXM,72,64.75,0.05,1
4338-EYCER,21,54.6,0.05,3
3007-FDPEA,2,20.7,0.05,0
6350-XFYGW,4,94.75,0.87,3
4290-BSXUX,3,79.65,0.77,3
8513-OLYGY,72,115.8,0.0,1
0311-QYWSS,6,49.45,0.18,0
8705-DWKTI,52,83.8,0.09,1
8755-IWJHN,69,95.35,0.48,1
0325-XBFAC,8,94.7,0.82,3
4480-QQRHC,8,74.05,0.62,3
0929-PECLO,63,89.6,0.36,1
3680-CTHUH,60,116.6,0.03,1
1202-KKGFU,12,54.2,0.14,0
6112-KTHFQ,13,19.3,0.05,0
1852-XEMDW,22,65.05,0.21,3
2462-XIIJB,5,92.5,0.97,3
4760-XOHVN,1,19.45,0.71,0
1820-DJFPH,72,24.05,0.0,2
9426-SXNHE,2,18.75,0.12,0
9068-FHQHD,40,20.15,0.0,2
1269-FOYWN,44,20.0,0.0,2
9470-YFUYI,71,71.0,0.03,1
7817-BOQPW,2,75.55,0.88,3
7402-EYFXX,26,93.6,0.26,3
1853-UDXBW,1,70.0,0.8783333333333333,3
9895-VFOXH,1,24.4,0.52,0
5458-CQJTA,65,74.8,0.0,1
1230-QAJDW,3,65.25,0.12,3
5701-ZIKJE,13,50.55,0.06,0
5219-YIPTK,33,104.4,0.8,3
5032-MIYKT,1,70.7,0.32,3
7396-VJUZB,4,45.25,0.09,0
9717-QEBGU,2,70.3,0.09,3
5172-RKOCB,72,108.95,0.0,1
6509-TSGWN,37,26.45,0.06,2
3540-RZJYU,15,86.2,0.76,3
3178-CIFOT,23,19.65,0.0,0
2091-MJTFX,30,51.2,0.14,2
4530-NDRKU,42,19.05,0.0,2
5985-TBABQ,32,74.75,0.02,3
9800-ONTFE,22,75.8,0.2,3
6743-HHQPF,42,25.1,0.03,2
8455-HIRAQ,8,44.45,0.08,0
6616-AALSR,65,104.3,0.31,1
0883-EIBTI,2,19.5,0.7,0
9415-ZNBSX,70,89.0,0.0,1
4018-KJYUY,22,20.15,0.03,0
0722-TROQR,4,74.9,0.73,3
7571-YXDAD,2,74.9,0.74,3
3884-UEBXB,67,36.15,0.01,2
8780-RSYYU,25,19.2,0.02,0
5537-UXXVS,20,19.25,0.08,0
1791-PQHBB,2,61.2,0.19,3
8701-DGLVH,51,20.45,0.01,2
8741-LQOBK,46,35.05,0.05,2
3393-FMZPV,25,100.25,0.82,3
8082-GHXOP,13,44.0,0.15,0
6402-ZFPPI,25,102.8,0.83,3
0980-FEXWF,26,50.35,0.03,0
7486-KSRVI,43,100.0,0.2,1
3011-WQKSZ,19,20.0,0.13,0
8443-WVPSS,10,99.85,0.8,3
3006-XIMLN,2,94.2,0.92,3
8218-FFJDS,72,86.4,0.0,1
1986-PHGZF,18,58.4,0.07,3
9965-YOKZB,9,83.85,0.97,3
0504-HHAPI,27,88.3,0.76,3
9360-OMDZZ,24,94.1,0.07,3
6305-YLBMM,69,104.05,0.75,1
0345-XMMUG,46,108.9,0.12,1
8024-XNAFQ,72,107.4,0.0,1
3647-GMGDH,22,94.7,0.29,3
2988-GBIVW,70,90.85,0.34,1
2832-SCUCO,2,19.9,0.12,0
7036-ZZKBD,31,66.4,0.06,3
3791-LGQCY,56,100.65,0.76,1
0265-PSUAE,16,100.7,0.13,3
0463-TXOAK,52,25.6,0.02,2
0594-UFTUL,13,19.85,0.01,0
9509-MPYOD,35,20.75,0.0,2
9128-CPXKI,59,95.8,0.14,1
0129-KPTWJ,72,94.65,0.2,1
8166-ZZTFS,66,80.55,0.06,1
5855-EIBDE,49,106.65,0.03,1
5365-LLFYV,2,45.85,0.17,0
5956-YHHRX,21,104.35,0.38,3
6008-NAIXK,54,55.45,0.16,2
2956-GGUCQ,24,78.85,0.44,3
1928-BXYIV,1,61.15,0.07,3
5760-FXFVO,6,78.95,0.2,3
6595-COKXZ,1,44.45,0.72,0
0961-ZWLVI,49,109.2,0.12,1
5181-OABFK,56,61.3,0.02,2
4007-NHVHI,56,96.85,0.14,1
7816-VGHTO,6,40.55,0.04,0
5871-DGTXZ,32,19.8,0.0,0
7550-WIQVA,50,108.25,0.17,1
7544-ZVIKX,58,105.05,0.21,1
0016-QLJIS,65,90.45,0.0,1
7508-DQAKK,64,86.4,0.0,1
5176-OLSKT,66,66.9,0.01,1
9356-AXGMP,38,110.7,0.16,1
3556-BVQGL,20,20.0,0.02,0
0362-ZBZWJ,36,84.9,0.88,3
8979-CAMGB,64,102.1,0.12,1
4211-MMAZN,1,20.25,0.5752142857142857,0
7581-EBBOU,60,70.15,0.04,1
4274-OWWYO,1,74.35,0.93,3
5073-RZGBK,50,80.05,0.03,1
1541-ETJZO,1,62.05,0.78,3
2192-CKRLV,72,49.2,0.04,2
3154-HMWUU,60,20.5,0.0,2
6119-SPUDB,46,38.25,0.0,2
6522-OIQSX,69,54.95,0.03,2
7813-ZGGAW,31,96.6,0.16,3
8748-HFWBO,19,19.9,0.0,0
1052-QJIBV,71,19.9,0.0,2
1319-YLZJG,12,84.6,0.21,3
4106-HADHQ,39,80.0,0.07,3
0723-FDLAY,44,85.25,0.07,1
3050-RLLXC,56,81.25,0.05,1
9298-WGMRW,72,115.5,0.0,1
2369-UAPKZ,5,104.1,0.25,3
3088-LHEFH,11,79.0,0.47,3
2778-OCLGR,24,39.1,0.91,0
6583-KQJLK,15,94.65,0.25,3
8544-JNBOX,72,20.8,0.0,2
6681-ZSEXG,56,59.5,0.0,2
6139-ZZRBQ,64,20.05,0.0,2
6116-RFVHN,34,100.45,0.28,3
0637-KVDLV,2,76.5,0.77,3
8884-FEEWR,35,20.6,0.0,2
3125-RAHBV,22,20.3,0.0,0
6633-MPWBS,5,49.2,0.71,0
0373-AIVNJ,9,39.55,0.05,0
8785-EPNCG,11,23.15,0.63,0
1682-VCOIO,23,20.45,0.0,0
5729-KLZAR,4,80.85,0.8,3
2072-ZVJJX,68,25.25,0.0,2
8849-AYPTR,33,91.25,0.21,3
9518-IMLHK,31,72.45,0.05,3
1582-RAFML,1,60.1,0.79,0
3646-ITDGM,56,19.7,0.04,2
8740-CRYFY,1,78.95,0.97,3
3569-VLDHH,66,75.1,0.03,1
8224-KDLKN,72,25.0,0.0,2
7594-LZNWR,34,69.15,0.06,3
4001-TSBTV,58,91.55,0.36,1
2962-XPMCQ,2,45.15,0.97,0
8727-XDPUD,37,35.8,0.03,2
1043-UXOVO,71,113.15,0.01,1
1064-FBXNK,1,19.85,0.13,0
3996-ZNWYK,71,19.8,0.01,2
2878-DHMIN,35,19.9,0.0,2
7762-ONLJY,6,19.7,0.09,0
1678-FYZOW,3,79.4,0.83,3
5795-BKOYE,69,59.1,0.02,1
8627-EHGIP,44,53.95,0.75,2
